,AQI Level,Cabon_dioxide PPM,Health_Level,Visibility_Level
2474,383,1512,Hazardous,Extremely Poor Visibility
2475,246,1291,Very_Unhealthy,Very Poor Visibility
2476,369,1564,Hazardous,Extremely Poor Visibility
2477,470,1571,Hazardous,Extremely Poor Visibility
2478,445,1688,Hazardous,Extremely Poor Visibility
2479,421,1672,Hazardous,Extremely Poor Visibility
2480,266,1090,Very_Unhealthy,Very Poor Visibility
2481,238,1053,Very_Unhealthy,Very Poor Visibility
2482,395,1655,Hazardous,Extremely Poor Visibility
2483,442,1604,Hazardous,Extremely Poor Visibility
2484,304,1593,Hazardous,Extremely Poor Visibility
2485,175,999,Unhealthy,Poor Visibility
2486,290,1027,Very_Unhealthy,Very Poor Visibility
2487,198,857,Unhealthy,Poor Visibility
2488,477,1651,Hazardous,Extremely Poor Visibility
2489,314,1660,Hazardous,Extremely Poor Visibility
2490,355,1523,Hazardous,Extremely Poor Visibility
2491,60,480,Moderate,Slightly Hazy
2492,335,1692,Hazardous,Extremely Poor Visibility
2493,163,937,Unhealthy,Poor Visibility
2494,329,1570,Hazardous,Extremely Poor Visibility
2495,160,844,Unhealthy,Poor Visibility
2496,172,843,Unhealthy,Poor Visibility
2497,319,1534,Hazardous,Extremely Poor Visibility
2498,243,1145,Very_Unhealthy,Very Poor Visibility
2499,54,484,Moderate,Slightly Hazy
2500,17,416,Good,Clear
2501,486,1651,Hazardous,Extremely Poor Visibility
2502,202,1005,Very_Unhealthy,Very Poor Visibility
2503,182,967,Unhealthy,Poor Visibility
2504,108,638,Moderate_Bad,Hazy
2505,400,1531,Hazardous,Extremely Poor Visibility
2506,486,1522,Hazardous,Extremely Poor Visibility
2507,101,701,Moderate_Bad,Hazy
2508,208,1229,Very_Unhealthy,Very Poor Visibility
2509,393,1586,Hazardous,Extremely Poor Visibility
2510,193,856,Unhealthy,Poor Visibility
2511,273,1192,Very_Unhealthy,Very Poor Visibility
2512,472,1526,Hazardous,Extremely Poor Visibility
2513,172,850,Unhealthy,Poor Visibility
2514,205,1241,Very_Unhealthy,Very Poor Visibility
2515,194,927,Unhealthy,Poor Visibility
2516,300,1050,Very_Unhealthy,Very Poor Visibility
2517,298,1356,Very_Unhealthy,Very Poor Visibility
2518,336,1605,Hazardous,Extremely Poor Visibility
2519,124,611,Moderate_Bad,Hazy
2520,5,405,Good,Clear
2521,461,1681,Hazardous,Extremely Poor Visibility
2522,149,665,Moderate_Bad,Hazy
2523,99,561,Moderate,Slightly Hazy
2524,112,617,Moderate_Bad,Hazy
2525,28,427,Good,Clear
2526,170,973,Unhealthy,Poor Visibility
2527,438,1575,Hazardous,Extremely Poor Visibility
2528,53,575,Moderate,Slightly Hazy
2529,75,560,Moderate,Slightly Hazy
2530,151,865,Unhealthy,Poor Visibility
2531,493,1537,Hazardous,Extremely Poor Visibility
2532,283,1422,Very_Unhealthy,Very Poor Visibility
2533,165,825,Unhealthy,Poor Visibility
2534,410,1527,Hazardous,Extremely Poor Visibility
2535,484,1517,Hazardous,Extremely Poor Visibility
2536,292,1428,Very_Unhealthy,Very Poor Visibility
2537,283,1378,Very_Unhealthy,Very Poor Visibility
2538,187,981,Unhealthy,Poor Visibility
2539,170,845,Unhealthy,Poor Visibility
2540,407,1512,Hazardous,Extremely Poor Visibility
2541,352,1543,Hazardous,Extremely Poor Visibility
2542,73,472,Moderate,Slightly Hazy
2543,395,1685,Hazardous,Extremely Poor Visibility
2544,256,1019,Very_Unhealthy,Very Poor Visibility
2545,52,512,Moderate,Slightly Hazy
2546,446,1621,Hazardous,Extremely Poor Visibility
2547,424,1587,Hazardous,Extremely Poor Visibility
2548,152,975,Unhealthy,Poor Visibility
2549,353,1592,Hazardous,Extremely Poor Visibility
2550,346,1606,Hazardous,Extremely Poor Visibility
2551,319,1658,Hazardous,Extremely Poor Visibility
2552,273,1490,Very_Unhealthy,Very Poor Visibility
2553,451,1564,Hazardous,Extremely Poor Visibility
2554,50,434,Good,Clear
2555,341,1529,Hazardous,Extremely Poor Visibility
2556,256,1481,Very_Unhealthy,Very Poor Visibility
2557,414,1603,Hazardous,Extremely Poor Visibility
2558,355,1637,Hazardous,Extremely Poor Visibility
2559,361,1513,Hazardous,Extremely Poor Visibility
2560,365,1535,Hazardous,Extremely Poor Visibility
2561,269,1022,Very_Unhealthy,Very Poor Visibility
2562,499,1557,Hazardous,Extremely Poor Visibility
2563,302,1503,Hazardous,Extremely Poor Visibility
2564,338,1602,Hazardous,Extremely Poor Visibility
2565,61,559,Moderate,Slightly Hazy
2566,25,443,Good,Clear
2567,244,1088,Very_Unhealthy,Very Poor Visibility
2568,161,926,Unhealthy,Poor Visibility
2569,120,702,Moderate_Bad,Hazy
2570,28,424,Good,Clear
2571,93,453,Moderate,Slightly Hazy
2572,493,1573,Hazardous,Extremely Poor Visibility
2573,474,1515,Hazardous,Extremely Poor Visibility
2574,185,995,Unhealthy,Poor Visibility
2575,186,989,Unhealthy,Poor Visibility
2576,307,1646,Hazardous,Extremely Poor Visibility
2577,12,391,Good,Clear
2578,32,365,Good,Clear
2579,335,1635,Hazardous,Extremely Poor Visibility
2580,129,631,Moderate_Bad,Hazy
2581,268,1183,Very_Unhealthy,Very Poor Visibility
2582,324,1618,Hazardous,Extremely Poor Visibility
2583,412,1681,Hazardous,Extremely Poor Visibility
2584,482,1624,Hazardous,Extremely Poor Visibility
2585,184,993,Unhealthy,Poor Visibility
2586,316,1540,Hazardous,Extremely Poor Visibility
2587,20,422,Good,Clear
2588,75,504,Moderate,Slightly Hazy
2589,73,585,Moderate,Slightly Hazy
2590,437,1642,Hazardous,Extremely Poor Visibility
2591,333,1619,Hazardous,Extremely Poor Visibility
2592,161,968,Unhealthy,Poor Visibility
2593,133,660,Moderate_Bad,Hazy
2594,89,521,Moderate,Slightly Hazy
2595,69,507,Moderate,Slightly Hazy
2596,459,1567,Hazardous,Extremely Poor Visibility
2597,300,1009,Very_Unhealthy,Very Poor Visibility
2598,338,1680,Hazardous,Extremely Poor Visibility
2599,173,880,Unhealthy,Poor Visibility
2600,88,492,Moderate,Slightly Hazy
2601,239,1316,Very_Unhealthy,Very Poor Visibility
2602,482,1547,Hazardous,Extremely Poor Visibility
2603,483,1613,Hazardous,Extremely Poor Visibility
2604,48,407,Good,Clear
2605,277,1373,Very_Unhealthy,Very Poor Visibility
2606,121,646,Moderate_Bad,Hazy
2607,266,1293,Very_Unhealthy,Very Poor Visibility
2608,480,1662,Hazardous,Extremely Poor Visibility
2609,483,1597,Hazardous,Extremely Poor Visibility
2610,8,360,Good,Clear
2611,335,1543,Hazardous,Extremely Poor Visibility
2612,76,475,Moderate,Slightly Hazy
2613,69,579,Moderate,Slightly Hazy
2614,116,788,Moderate_Bad,Hazy
2615,407,1619,Hazardous,Extremely Poor Visibility
2616,77,573,Moderate,Slightly Hazy
2617,306,1681,Hazardous,Extremely Poor Visibility
2618,394,1579,Hazardous,Extremely Poor Visibility
2619,371,1679,Hazardous,Extremely Poor Visibility
2620,158,889,Unhealthy,Poor Visibility
2621,436,1653,Hazardous,Extremely Poor Visibility
2622,189,843,Unhealthy,Poor Visibility
2623,87,590,Moderate,Slightly Hazy
2624,469,1504,Hazardous,Extremely Poor Visibility
2625,112,676,Moderate_Bad,Hazy
2626,212,1468,Very_Unhealthy,Very Poor Visibility
2627,457,1590,Hazardous,Extremely Poor Visibility
2628,210,1373,Very_Unhealthy,Very Poor Visibility
2629,334,1514,Hazardous,Extremely Poor Visibility
2630,477,1695,Hazardous,Extremely Poor Visibility
2631,160,955,Unhealthy,Poor Visibility
2632,149,772,Moderate_Bad,Hazy
2633,159,956,Unhealthy,Poor Visibility
2634,281,1010,Very_Unhealthy,Very Poor Visibility
2635,433,1563,Hazardous,Extremely Poor Visibility
2636,210,1427,Very_Unhealthy,Very Poor Visibility
2637,480,1675,Hazardous,Extremely Poor Visibility
2638,92,545,Moderate,Slightly Hazy
2639,382,1632,Hazardous,Extremely Poor Visibility
2640,95,463,Moderate,Slightly Hazy
2641,266,1472,Very_Unhealthy,Very Poor Visibility
2642,283,1176,Very_Unhealthy,Very Poor Visibility
2643,202,1409,Very_Unhealthy,Very Poor Visibility
2644,148,636,Moderate_Bad,Hazy
2645,15,395,Good,Clear
2646,299,1123,Very_Unhealthy,Very Poor Visibility
2647,163,947,Unhealthy,Poor Visibility
2648,249,1013,Very_Unhealthy,Very Poor Visibility
2649,211,1406,Very_Unhealthy,Very Poor Visibility
2650,102,791,Moderate_Bad,Hazy
2651,74,469,Moderate,Slightly Hazy
2652,360,1642,Hazardous,Extremely Poor Visibility
2653,146,776,Moderate_Bad,Hazy
2654,213,1104,Very_Unhealthy,Very Poor Visibility
2655,203,1321,Very_Unhealthy,Very Poor Visibility
2656,311,1631,Hazardous,Extremely Poor Visibility
2657,399,1643,Hazardous,Extremely Poor Visibility
2658,5,397,Good,Clear
2659,178,941,Unhealthy,Poor Visibility
2660,394,1689,Hazardous,Extremely Poor Visibility
2661,96,464,Moderate,Slightly Hazy
2662,56,536,Moderate,Slightly Hazy
2663,285,1247,Very_Unhealthy,Very Poor Visibility
2664,116,794,Moderate_Bad,Hazy
2665,22,444,Good,Clear
2666,467,1545,Hazardous,Extremely Poor Visibility
2667,149,669,Moderate_Bad,Hazy
2668,320,1563,Hazardous,Extremely Poor Visibility
2669,365,1664,Hazardous,Extremely Poor Visibility
2670,80,569,Moderate,Slightly Hazy
2671,500,1612,Hazardous,Extremely Poor Visibility
2672,16,393,Good,Clear
2673,423,1580,Hazardous,Extremely Poor Visibility
2674,320,1503,Hazardous,Extremely Poor Visibility
2675,53,565,Moderate,Slightly Hazy
2676,466,1626,Hazardous,Extremely Poor Visibility
2677,240,1015,Very_Unhealthy,Very Poor Visibility
2678,428,1504,Hazardous,Extremely Poor Visibility
2679,431,1667,Hazardous,Extremely Poor Visibility
2680,260,1366,Very_Unhealthy,Very Poor Visibility
2681,365,1615,Hazardous,Extremely Poor Visibility
2682,330,1605,Hazardous,Extremely Poor Visibility
2683,353,1508,Hazardous,Extremely Poor Visibility
2684,463,1586,Hazardous,Extremely Poor Visibility
2685,162,962,Unhealthy,Poor Visibility
2686,265,1050,Very_Unhealthy,Very Poor Visibility
2687,5,449,Good,Clear
2688,120,693,Moderate_Bad,Hazy
2689,357,1602,Hazardous,Extremely Poor Visibility
2690,305,1614,Hazardous,Extremely Poor Visibility
2691,346,1539,Hazardous,Extremely Poor Visibility
2692,93,460,Moderate,Slightly Hazy
2693,387,1561,Hazardous,Extremely Poor Visibility
2694,255,1103,Very_Unhealthy,Very Poor Visibility
2695,192,830,Unhealthy,Poor Visibility
2696,112,674,Moderate_Bad,Hazy
2697,126,601,Moderate_Bad,Hazy
2698,235,1153,Very_Unhealthy,Very Poor Visibility
2699,238,1015,Very_Unhealthy,Very Poor Visibility
2700,121,746,Moderate_Bad,Hazy
2701,333,1666,Hazardous,Extremely Poor Visibility
2702,383,1599,Hazardous,Extremely Poor Visibility
2703,376,1655,Hazardous,Extremely Poor Visibility
2704,137,634,Moderate_Bad,Hazy
2705,11,427,Good,Clear
2706,438,1574,Hazardous,Extremely Poor Visibility
2707,30,436,Good,Clear
2708,474,1612,Hazardous,Extremely Poor Visibility
2709,116,750,Moderate_Bad,Hazy
2710,295,1358,Very_Unhealthy,Very Poor Visibility
2711,32,397,Good,Clear
2712,120,666,Moderate_Bad,Hazy
2713,447,1609,Hazardous,Extremely Poor Visibility
2714,7,414,Good,Clear
2715,193,888,Unhealthy,Poor Visibility
2716,309,1617,Hazardous,Extremely Poor Visibility
2717,256,1276,Very_Unhealthy,Very Poor Visibility
2718,59,533,Moderate,Slightly Hazy
2719,410,1583,Hazardous,Extremely Poor Visibility
2720,165,839,Unhealthy,Poor Visibility
2721,63,459,Moderate,Slightly Hazy
2722,324,1625,Hazardous,Extremely Poor Visibility
2723,336,1672,Hazardous,Extremely Poor Visibility
2724,453,1638,Hazardous,Extremely Poor Visibility
2725,111,798,Moderate_Bad,Hazy
2726,277,1049,Very_Unhealthy,Very Poor Visibility
2727,226,1351,Very_Unhealthy,Very Poor Visibility
2728,282,1210,Very_Unhealthy,Very Poor Visibility
2729,250,1498,Very_Unhealthy,Very Poor Visibility
2730,295,1098,Very_Unhealthy,Very Poor Visibility
2731,299,1054,Very_Unhealthy,Very Poor Visibility
2732,302,1586,Hazardous,Extremely Poor Visibility
2733,412,1686,Hazardous,Extremely Poor Visibility
2734,319,1575,Hazardous,Extremely Poor Visibility
2735,202,1232,Very_Unhealthy,Very Poor Visibility
2736,426,1675,Hazardous,Extremely Poor Visibility
2737,333,1534,Hazardous,Extremely Poor Visibility
2738,27,428,Good,Clear
2739,243,1458,Very_Unhealthy,Very Poor Visibility
2740,340,1556,Hazardous,Extremely Poor Visibility
2741,368,1534,Hazardous,Extremely Poor Visibility
2742,80,474,Moderate,Slightly Hazy
2743,363,1557,Hazardous,Extremely Poor Visibility
2744,180,912,Unhealthy,Poor Visibility
2745,53,516,Moderate,Slightly Hazy
2746,86,586,Moderate,Slightly Hazy
2747,426,1588,Hazardous,Extremely Poor Visibility
2748,209,1138,Very_Unhealthy,Very Poor Visibility
2749,158,981,Unhealthy,Poor Visibility
2750,118,729,Moderate_Bad,Hazy
2751,63,460,Moderate,Slightly Hazy
2752,426,1600,Hazardous,Extremely Poor Visibility
2753,286,1027,Very_Unhealthy,Very Poor Visibility
2754,83,532,Moderate,Slightly Hazy
2755,250,1443,Very_Unhealthy,Very Poor Visibility
2756,275,1056,Very_Unhealthy,Very Poor Visibility
2757,158,916,Unhealthy,Poor Visibility
2758,27,415,Good,Clear
2759,150,676,Moderate_Bad,Hazy
2760,466,1616,Hazardous,Extremely Poor Visibility
2761,452,1641,Hazardous,Extremely Poor Visibility
2762,462,1513,Hazardous,Extremely Poor Visibility
2763,32,363,Good,Clear
2764,162,881,Unhealthy,Poor Visibility
2765,317,1555,Hazardous,Extremely Poor Visibility
2766,314,1687,Hazardous,Extremely Poor Visibility
2767,460,1667,Hazardous,Extremely Poor Visibility
2768,477,1640,Hazardous,Extremely Poor Visibility
2769,93,599,Moderate,Slightly Hazy
2770,371,1528,Hazardous,Extremely Poor Visibility
2771,5,373,Good,Clear
2772,9,356,Good,Clear
2773,79,482,Moderate,Slightly Hazy
2774,224,1221,Very_Unhealthy,Very Poor Visibility
2775,70,463,Moderate,Slightly Hazy
2776,137,762,Moderate_Bad,Hazy
2777,89,519,Moderate,Slightly Hazy
2778,476,1678,Hazardous,Extremely Poor Visibility
2779,170,984,Unhealthy,Poor Visibility
2780,444,1638,Hazardous,Extremely Poor Visibility
2781,289,1002,Very_Unhealthy,Very Poor Visibility
2782,253,1304,Very_Unhealthy,Very Poor Visibility
2783,2,405,Good,Clear
2784,412,1630,Hazardous,Extremely Poor Visibility
2785,478,1593,Hazardous,Extremely Poor Visibility
2786,445,1640,Hazardous,Extremely Poor Visibility
2787,310,1587,Hazardous,Extremely Poor Visibility
2788,292,1238,Very_Unhealthy,Very Poor Visibility
2789,281,1009,Very_Unhealthy,Very Poor Visibility
2790,316,1671,Hazardous,Extremely Poor Visibility
2791,443,1688,Hazardous,Extremely Poor Visibility
2792,76,469,Moderate,Slightly Hazy
2793,349,1532,Hazardous,Extremely Poor Visibility
2794,44,443,Good,Clear
2795,444,1695,Hazardous,Extremely Poor Visibility
2796,199,902,Unhealthy,Poor Visibility
2797,97,466,Moderate,Slightly Hazy
2798,222,1393,Very_Unhealthy,Very Poor Visibility
2799,156,986,Unhealthy,Poor Visibility
2800,378,1552,Hazardous,Extremely Poor Visibility
2801,282,1479,Very_Unhealthy,Very Poor Visibility
2802,404,1585,Hazardous,Extremely Poor Visibility
2803,105,652,Moderate_Bad,Hazy
2804,171,875,Unhealthy,Poor Visibility
2805,129,651,Moderate_Bad,Hazy
2806,372,1561,Hazardous,Extremely Poor Visibility
2807,193,801,Unhealthy,Poor Visibility
2808,393,1549,Hazardous,Extremely Poor Visibility
2809,400,1635,Hazardous,Extremely Poor Visibility
2810,233,1052,Very_Unhealthy,Very Poor Visibility
2811,247,1332,Very_Unhealthy,Very Poor Visibility
2812,381,1698,Hazardous,Extremely Poor Visibility
2813,223,1421,Very_Unhealthy,Very Poor Visibility
2814,210,1325,Very_Unhealthy,Very Poor Visibility
2815,248,1473,Very_Unhealthy,Very Poor Visibility
2816,442,1668,Hazardous,Extremely Poor Visibility
2817,122,637,Moderate_Bad,Hazy
2818,174,832,Unhealthy,Poor Visibility
2819,271,1274,Very_Unhealthy,Very Poor Visibility
2820,206,1107,Very_Unhealthy,Very Poor Visibility
2821,134,793,Moderate_Bad,Hazy
2822,119,737,Moderate_Bad,Hazy
2823,31,370,Good,Clear
2824,470,1686,Hazardous,Extremely Poor Visibility
2825,463,1666,Hazardous,Extremely Poor Visibility
2826,186,951,Unhealthy,Poor Visibility
2827,16,442,Good,Clear
2828,313,1550,Hazardous,Extremely Poor Visibility
2829,59,553,Moderate,Slightly Hazy
2830,351,1604,Hazardous,Extremely Poor Visibility
2831,58,512,Moderate,Slightly Hazy
2832,50,351,Good,Clear
2833,494,1669,Hazardous,Extremely Poor Visibility
2834,99,518,Moderate,Slightly Hazy
2835,277,1357,Very_Unhealthy,Very Poor Visibility
2836,263,1146,Very_Unhealthy,Very Poor Visibility
2837,319,1516,Hazardous,Extremely Poor Visibility
2838,255,1417,Very_Unhealthy,Very Poor Visibility
2839,447,1535,Hazardous,Extremely Poor Visibility
2840,422,1681,Hazardous,Extremely Poor Visibility
2841,110,799,Moderate_Bad,Hazy
2842,255,1498,Very_Unhealthy,Very Poor Visibility
2843,167,908,Unhealthy,Poor Visibility
2844,325,1566,Hazardous,Extremely Poor Visibility
2845,378,1688,Hazardous,Extremely Poor Visibility
2846,83,600,Moderate,Slightly Hazy
2847,41,424,Good,Clear
2848,485,1683,Hazardous,Extremely Poor Visibility
2849,258,1488,Very_Unhealthy,Very Poor Visibility
2850,136,785,Moderate_Bad,Hazy
2851,152,949,Unhealthy,Poor Visibility
2852,352,1607,Hazardous,Extremely Poor Visibility
2853,404,1678,Hazardous,Extremely Poor Visibility
2854,133,637,Moderate_Bad,Hazy
2855,175,875,Unhealthy,Poor Visibility
2856,453,1665,Hazardous,Extremely Poor Visibility
2857,104,727,Moderate_Bad,Hazy
2858,484,1678,Hazardous,Extremely Poor Visibility
2859,214,1488,Very_Unhealthy,Very Poor Visibility
2860,251,1231,Very_Unhealthy,Very Poor Visibility
2861,495,1582,Hazardous,Extremely Poor Visibility
2862,21,372,Good,Clear
2863,256,1072,Very_Unhealthy,Very Poor Visibility
2864,72,513,Moderate,Slightly Hazy
2865,311,1569,Hazardous,Extremely Poor Visibility
2866,57,551,Moderate,Slightly Hazy
2867,115,748,Moderate_Bad,Hazy
2868,284,1403,Very_Unhealthy,Very Poor Visibility
2869,431,1662,Hazardous,Extremely Poor Visibility
2870,267,1460,Very_Unhealthy,Very Poor Visibility
2871,394,1670,Hazardous,Extremely Poor Visibility
2872,449,1530,Hazardous,Extremely Poor Visibility
2873,488,1521,Hazardous,Extremely Poor Visibility
2874,8,445,Good,Clear
2875,410,1503,Hazardous,Extremely Poor Visibility
2876,291,1292,Very_Unhealthy,Very Poor Visibility
2877,231,1033,Very_Unhealthy,Very Poor Visibility
2878,13,402,Good,Clear
2879,201,1037,Very_Unhealthy,Very Poor Visibility
2880,312,1699,Hazardous,Extremely Poor Visibility
2881,448,1510,Hazardous,Extremely Poor Visibility
2882,8,404,Good,Clear
2883,404,1697,Hazardous,Extremely Poor Visibility
2884,36,373,Good,Clear
2885,8,386,Good,Clear
2886,444,1579,Hazardous,Extremely Poor Visibility
2887,78,575,Moderate,Slightly Hazy
2888,86,458,Moderate,Slightly Hazy
2889,136,616,Moderate_Bad,Hazy
2890,363,1638,Hazardous,Extremely Poor Visibility
2891,491,1654,Hazardous,Extremely Poor Visibility
2892,177,972,Unhealthy,Poor Visibility
2893,78,581,Moderate,Slightly Hazy
2894,347,1619,Hazardous,Extremely Poor Visibility
2895,415,1547,Hazardous,Extremely Poor Visibility
2896,476,1624,Hazardous,Extremely Poor Visibility
2897,102,734,Moderate_Bad,Hazy
2898,461,1590,Hazardous,Extremely Poor Visibility
2899,7,354,Good,Clear
2900,258,1350,Very_Unhealthy,Very Poor Visibility
2901,345,1522,Hazardous,Extremely Poor Visibility
2902,425,1554,Hazardous,Extremely Poor Visibility
2903,240,1211,Very_Unhealthy,Very Poor Visibility
2904,368,1621,Hazardous,Extremely Poor Visibility
2905,420,1611,Hazardous,Extremely Poor Visibility
2906,149,722,Moderate_Bad,Hazy
2907,23,391,Good,Clear
2908,250,1322,Very_Unhealthy,Very Poor Visibility
2909,367,1639,Hazardous,Extremely Poor Visibility
2910,434,1524,Hazardous,Extremely Poor Visibility
2911,263,1023,Very_Unhealthy,Very Poor Visibility
2912,180,931,Unhealthy,Poor Visibility
2913,431,1537,Hazardous,Extremely Poor Visibility
2914,94,487,Moderate,Slightly Hazy
2915,298,1324,Very_Unhealthy,Very Poor Visibility
2916,235,1378,Very_Unhealthy,Very Poor Visibility
2917,409,1560,Hazardous,Extremely Poor Visibility
2918,77,506,Moderate,Slightly Hazy
2919,290,1096,Very_Unhealthy,Very Poor Visibility
2920,394,1530,Hazardous,Extremely Poor Visibility
2921,267,1451,Very_Unhealthy,Very Poor Visibility
2922,493,1570,Hazardous,Extremely Poor Visibility
2923,487,1512,Hazardous,Extremely Poor Visibility
2924,167,807,Unhealthy,Poor Visibility
2925,394,1610,Hazardous,Extremely Poor Visibility
2926,467,1524,Hazardous,Extremely Poor Visibility
2927,437,1562,Hazardous,Extremely Poor Visibility
2928,230,1205,Very_Unhealthy,Very Poor Visibility
2929,269,1003,Very_Unhealthy,Very Poor Visibility
2930,240,1468,Very_Unhealthy,Very Poor Visibility
2931,100,453,Moderate,Slightly Hazy
2932,467,1599,Hazardous,Extremely Poor Visibility
2933,10,391,Good,Clear
2934,168,914,Unhealthy,Poor Visibility
2935,406,1676,Hazardous,Extremely Poor Visibility
2936,248,1426,Very_Unhealthy,Very Poor Visibility
2937,308,1681,Hazardous,Extremely Poor Visibility
2938,256,1437,Very_Unhealthy,Very Poor Visibility
2939,430,1576,Hazardous,Extremely Poor Visibility
2940,53,507,Moderate,Slightly Hazy
2941,388,1507,Hazardous,Extremely Poor Visibility
2942,396,1688,Hazardous,Extremely Poor Visibility
2943,459,1561,Hazardous,Extremely Poor Visibility
2944,194,904,Unhealthy,Poor Visibility
2945,146,634,Moderate_Bad,Hazy
2946,302,1512,Hazardous,Extremely Poor Visibility
2947,483,1563,Hazardous,Extremely Poor Visibility
2948,199,877,Unhealthy,Poor Visibility
2949,275,1265,Very_Unhealthy,Very Poor Visibility
2950,345,1656,Hazardous,Extremely Poor Visibility
2951,92,533,Moderate,Slightly Hazy
2952,230,1456,Very_Unhealthy,Very Poor Visibility
2953,435,1655,Hazardous,Extremely Poor Visibility
2954,180,943,Unhealthy,Poor Visibility
2955,113,682,Moderate_Bad,Hazy
2956,319,1683,Hazardous,Extremely Poor Visibility
2957,240,1393,Very_Unhealthy,Very Poor Visibility
2958,344,1653,Hazardous,Extremely Poor Visibility
2959,361,1555,Hazardous,Extremely Poor Visibility
2960,230,1483,Very_Unhealthy,Very Poor Visibility
2961,392,1684,Hazardous,Extremely Poor Visibility
2962,86,451,Moderate,Slightly Hazy
2963,263,1312,Very_Unhealthy,Very Poor Visibility
2964,11,406,Good,Clear
2965,54,465,Moderate,Slightly Hazy
2966,91,519,Moderate,Slightly Hazy
2967,440,1607,Hazardous,Extremely Poor Visibility
2968,14,385,Good,Clear
2969,359,1637,Hazardous,Extremely Poor Visibility
2970,25,446,Good,Clear
2971,362,1556,Hazardous,Extremely Poor Visibility
2972,96,497,Moderate,Slightly Hazy
2973,499,1566,Hazardous,Extremely Poor Visibility
2974,319,1592,Hazardous,Extremely Poor Visibility
2975,5,368,Good,Clear
2976,34,371,Good,Clear
2977,235,1457,Very_Unhealthy,Very Poor Visibility
2978,144,739,Moderate_Bad,Hazy
2979,41,425,Good,Clear
2980,471,1677,Hazardous,Extremely Poor Visibility
2981,42,350,Good,Clear
2982,474,1570,Hazardous,Extremely Poor Visibility
2983,270,1232,Very_Unhealthy,Very Poor Visibility
2984,320,1562,Hazardous,Extremely Poor Visibility
2985,398,1616,Hazardous,Extremely Poor Visibility
2986,216,1231,Very_Unhealthy,Very Poor Visibility
2987,353,1689,Hazardous,Extremely Poor Visibility
2988,158,888,Unhealthy,Poor Visibility
2989,424,1538,Hazardous,Extremely Poor Visibility
2990,192,910,Unhealthy,Poor Visibility
2991,262,1029,Very_Unhealthy,Very Poor Visibility
2992,278,1375,Very_Unhealthy,Very Poor Visibility
2993,188,969,Unhealthy,Poor Visibility
2994,340,1542,Hazardous,Extremely Poor Visibility
2995,68,507,Moderate,Slightly Hazy
2996,197,881,Unhealthy,Poor Visibility
2997,232,1324,Very_Unhealthy,Very Poor Visibility
2998,279,1244,Very_Unhealthy,Very Poor Visibility
2999,232,1316,Very_Unhealthy,Very Poor Visibility
3000,291,1461,Very_Unhealthy,Very Poor Visibility
3001,109,744,Moderate_Bad,Hazy
3002,263,1010,Very_Unhealthy,Very Poor Visibility
3003,150,711,Moderate_Bad,Hazy
3004,150,643,Moderate_Bad,Hazy
3005,231,1166,Very_Unhealthy,Very Poor Visibility
3006,367,1676,Hazardous,Extremely Poor Visibility
3007,186,809,Unhealthy,Poor Visibility
3008,255,1071,Very_Unhealthy,Very Poor Visibility
3009,46,379,Good,Clear
3010,107,739,Moderate_Bad,Hazy
3011,60,464,Moderate,Slightly Hazy
3012,181,931,Unhealthy,Poor Visibility
3013,111,749,Moderate_Bad,Hazy
3014,398,1627,Hazardous,Extremely Poor Visibility
3015,57,554,Moderate,Slightly Hazy
3016,218,1210,Very_Unhealthy,Very Poor Visibility
3017,332,1610,Hazardous,Extremely Poor Visibility
3018,29,399,Good,Clear
3019,355,1588,Hazardous,Extremely Poor Visibility
3020,168,896,Unhealthy,Poor Visibility
3021,38,405,Good,Clear
3022,318,1608,Hazardous,Extremely Poor Visibility
3023,421,1562,Hazardous,Extremely Poor Visibility
3024,236,1240,Very_Unhealthy,Very Poor Visibility
3025,47,396,Good,Clear
3026,452,1665,Hazardous,Extremely Poor Visibility
3027,466,1544,Hazardous,Extremely Poor Visibility
3028,59,538,Moderate,Slightly Hazy
3029,453,1525,Hazardous,Extremely Poor Visibility
3030,268,1474,Very_Unhealthy,Very Poor Visibility
3031,478,1570,Hazardous,Extremely Poor Visibility
3032,63,595,Moderate,Slightly Hazy
3033,135,616,Moderate_Bad,Hazy
3034,382,1623,Hazardous,Extremely Poor Visibility
3035,186,804,Unhealthy,Poor Visibility
3036,46,359,Good,Clear
3037,228,1397,Very_Unhealthy,Very Poor Visibility
3038,85,532,Moderate,Slightly Hazy
3039,414,1647,Hazardous,Extremely Poor Visibility
3040,181,850,Unhealthy,Poor Visibility
3041,305,1535,Hazardous,Extremely Poor Visibility
3042,60,456,Moderate,Slightly Hazy
3043,137,731,Moderate_Bad,Hazy
3044,1,388,Good,Clear
3045,290,1077,Very_Unhealthy,Very Poor Visibility
3046,196,815,Unhealthy,Poor Visibility
3047,206,1448,Very_Unhealthy,Very Poor Visibility
3048,193,893,Unhealthy,Poor Visibility
3049,143,656,Moderate_Bad,Hazy
3050,203,1040,Very_Unhealthy,Very Poor Visibility
3051,151,925,Unhealthy,Poor Visibility
3052,245,1375,Very_Unhealthy,Very Poor Visibility
3053,48,351,Good,Clear
3054,205,1113,Very_Unhealthy,Very Poor Visibility
3055,282,1011,Very_Unhealthy,Very Poor Visibility
3056,386,1689,Hazardous,Extremely Poor Visibility
3057,410,1674,Hazardous,Extremely Poor Visibility
